name,salary_from,salary_to,salary_currency,area_name,published_at
Системный администратор,,110000.0,RUR,Москва,2022-12-05T10:33:34+0300
Электромеханик лифтового оборудования/водитель,30000.0,,RUR,Иркутск,2022-12-05T05:08:30+0300
Сервисный инженер,40000.0,100000.0,RUR,Усть-Лабинск,2022-12-05T10:20:49+0300
Системный администратор,45000.0,45000.0,RUR,Воронеж,2022-12-05T10:51:41+0300
Токарь-универсал 5 разряда,132000.0,147000.0,RUR,Омск,2022-12-05T08:42:00+0300
Ночной помощник системного администратора в Yandex Cloud,32400.0,81000.0,RUR,Владивосток,2022-12-05T09:22:46+0300
Токарь (Мичуринск),96000.0,,RUR,Глазов,2022-12-05T09:44:52+0300
Инженер ВОЛС,50000.0,60000.0,RUR,Стерлитамак,2022-12-05T10:24:02+0300
Инженер-системотехник,45000.0,,RUR,Чита,2022-12-05T09:36:59+0300
Токарь,50000.0,70000.0,RUR,Алексин,2022-12-05T11:29:28+0300
"Фрезеровщик, г.Шумерля",115000.0,,RUR,Йошкар-Ола,2022-12-05T09:22:02+0300
Менеджер по продукту,4500000.0,7000000.0,UZS,Ташкент,2022-12-05T09:36:14+0300
Ведущий инженер АСУ ТП,100000.0,,RUR,Южноуральск,2022-12-05T07:56:18+0300
Слесарь механо - ремонтного цеха,45000.0,,RUR,Уфа,2022-12-05T07:11:55+0300
Специалист поддержки складских систем,90000.0,117000.0,RUR,Чита,2022-12-05T10:02:49+0300
Оператор станков с программным управлением (гильотина),50000.0,,RUR,Санкт-Петербург,2022-12-05T10:32:29+0300
Токарь-универсал 5 разряда,132000.0,147000.0,RUR,Абакан,2022-12-05T08:42:28+0300
Механик цеха,45000.0,,RUR,Пенза,2022-12-05T08:08:39+0300
Специалист 1С по бюджетному учету (1С),45000.0,60000.0,RUR,Ярославль,2022-12-05T08:55:03+0300
Техник по обслуживанию и монтажу слаботочных систем,20300.0,27400.0,RUR,Суксун,2022-12-05T09:08:49+0300
Ведущий инженер-программист,95000.0,99000.0,RUR,Владивосток,2022-12-05T01:06:29+0300
Наладчик станков и манипуляторов с ПУ (г. Миасс),55000.0,100000.0,RUR,Чебаркуль,2022-12-05T08:19:41+0300
Наладчик станков с ЧПУ (автомат),110000.0,,RUR,Санкт-Петербург,2022-12-05T11:59:25+0300
Станочник широкого профиля (Срочно!),65000.0,65000.0,RUR,Екатеринбург,2022-12-05T09:02:38+0300
Шлифовщик 4-5 разряд,25000.0,40000.0,RUR,Очер,2022-12-05T06:37:27+0300
Инженер-программист - САПР,40000.0,,RUR,Миасс,2022-12-05T06:43:05+0300
Токарь,45000.0,,RUR,Навашино,2022-12-05T10:12:20+0300
Монтажник ОПС/Техник ОПС (Слаботочные системы),40000.0,,RUR,Пермь,2022-12-05T10:09:18+0300
Разработчик Android,2500.0,4500.0,USD,Минск,2022-12-05T11:15:40+0300
Механизатор импортной сельхозтехники (категории DF),60000.0,150000.0,RUR,Камень-на-Оби,2022-12-05T10:39:29+0300
Токарь-универсал,40000.0,45000.0,RUR,Новоалтайск,2022-12-05T06:49:26+0300
Программист 1C,70000.0,80000.0,RUR,Рязань,2022-12-05T11:34:48+0300
Аккумуляторщик (складской техники),49500.0,,RUR,Домодедово,2022-12-05T11:27:17+0300
Электромеханик по лифтам (ЖК Аннино Парк),,82000.0,RUR,Москва,2022-12-05T09:36:21+0300
Оператор ЧПУ (токарь),70000.0,,RUR,Санкт-Петербург,2022-12-05T09:48:55+0300
Менеджер по внедрению программного обеспечения,140000.0,,KZT,Петропавловск,2022-12-05T09:53:37+0300
Системный администратор,40000.0,50000.0,RUR,Екатеринбург,2022-12-05T02:53:34+0300
Токарь-универсал,50000.0,100000.0,RUR,Новосибирск,2022-12-05T07:17:09+0300
Наладчик технологического оборудования,50000.0,62000.0,RUR,Кулебаки,2022-12-05T07:38:41+0300
Начальник транспортного отдела,150000.0,,RUR,Белгород,2022-12-05T08:32:07+0300
Инспектор безопасности дорожного движения,40000.0,45000.0,RUR,Пермь,2022-12-05T09:24:56+0300
Ночной помощник системного администратора в Yandex Cloud,32400.0,81000.0,RUR,Сыктывкар,2022-12-05T09:22:46+0300
Графический дизайнер,600.0,1500.0,BYR,Лида,2022-12-05T09:56:01+0300
Системный администратор,,75000.0,RUR,Москва,2022-12-05T09:49:26+0300
Токарь-расточник (Пермь),110000.0,,RUR,Сыктывкар,2022-12-05T09:12:11+0300
Инженер-программист,30000.0,,RUR,Самара,2022-12-05T07:52:32+0300
Сетевой администратор,,126000.0,RUR,Москва,2022-12-05T11:41:16+0300
"Фрезеровщик, г.Шумерля",115000.0,,RUR,Москва,2022-12-05T09:22:02+0300
Оператор линии резки металла,80000.0,,RUR,Чехов,2022-12-05T09:20:42+0300
Токарь,45000.0,,RUR,Выкса,2022-12-05T10:12:20+0300
Специалист технического обслуживания,103000.0,103000.0,RUR,Оренбург,2022-12-05T11:58:00+0300
Оператор-Наладчик производственного оборудования,47000.0,,RUR,Жигулевск,2022-12-05T08:07:01+0300
"Токарь ДИП 300, ДИП 500",40000.0,,RUR,Глазов,2022-12-05T07:49:31+0300
Фрезеровщик,40000.0,,RUR,Глазов,2022-12-05T07:53:51+0300
Токарь-универсал,50000.0,,RUR,Пермь,2022-12-05T06:37:28+0300
Наладчик производственного оборудования,30200.0,,RUR,Выселки,2022-12-05T10:16:40+0300
Консультант 1С,65000.0,,RUR,Рязань,2022-12-05T10:20:16+0300
Инженер по ремонту,45000.0,,RUR,Муром,2022-12-05T11:02:55+0300
Инженер по ремонту (дорожно-строительная техника),100000.0,,RUR,Люберцы,2022-12-05T10:02:55+0300
Эксперт по технологическим вопросам 1С,200000.0,,RUR,Екатеринбург,2022-12-05T08:12:38+0300
Копирайтер CHITA.RU,40000.0,,RUR,Чита,2022-12-05T05:01:29+0300
Токарь-расточник,80000.0,,RUR,Елабуга,2022-12-05T09:39:12+0300
Токарь-расточник,120000.0,,RUR,Екатеринбург,2022-12-05T11:39:32+0300
Программист 1С,160000.0,210000.0,RUR,Барнаул,2022-12-05T09:26:08+0300
Шлифовщик,45000.0,60000.0,RUR,Навашино,2022-12-05T07:37:01+0300
Сервисный инженер,165000.0,215000.0,KZT,Актобе,2022-12-05T06:10:34+0300
Токарь на 16К20,88000.0,,RUR,Димитровград,2022-12-05T10:07:52+0300
Инженер по информационной безопасности,200000.0,,RUR,Москва,2022-12-05T09:22:41+0300
Project manager junior (менеджер IT проектов),30000.0,44500.0,RUR,Уфа,2022-12-05T10:36:16+0300
Механик-наладчик производственного оборудования / Помощник мастера / Наладчик,37000.0,,RUR,Узловая,2022-12-05T10:11:25+0300
Инспектор безопасности дорожного движения,40000.0,45000.0,RUR,Нефтеюганск,2022-12-05T09:24:56+0300
Программист 1С (удалённо),,150000.0,RUR,Новокузнецк,2022-12-05T07:56:31+0300
Программист 1с,40000.0,,RUR,Киров (Кировская область),2022-12-05T09:31:49+0300
Техник по ремонту банкоматов/Сервисный инженер,35000.0,,RUR,Тула,2022-12-05T10:31:02+0300
Оператор станка с программным управлением,23000.0,,RUR,Кандры,2022-12-05T06:43:11+0300
Слесарь по ремонту техники,33100.0,,RUR,Воронеж,2022-12-05T08:31:38+0300
Электромеханик,40000.0,80000.0,RUR,Челябинск,2022-12-05T09:16:13+0300
Инспектор безопасности дорожного движения,40000.0,45000.0,RUR,Нижневартовск,2022-12-05T09:24:56+0300
Senior PHP Developer,200000.0,,RUR,Москва,2022-12-05T10:16:03+0300
Ведущий инженер-программист по поддержке и развитию инфраструктуры (г.Новочеркасск),45900.0,,RUR,Новочеркасск,2022-12-05T08:44:16+0300
Программист 1С,160000.0,210000.0,RUR,Вологда,2022-12-05T10:13:41+0300
Токарь,63000.0,80000.0,RUR,Абакан,2022-12-05T04:49:55+0300
Токарь,63000.0,80000.0,RUR,Красноярск,2022-12-05T04:49:55+0300
Инженер по сопровождению систем видеонаблюдения,50000.0,,RUR,Иркутск,2022-12-05T03:57:54+0300
Токарь,37000.0,,RUR,Муром,2022-12-05T11:02:26+0300
Аналитик 1С,,200000.0,RUR,Москва,2022-12-05T09:23:02+0300
Системный администратор,70000.0,,RUR,Москва,2022-12-05T08:50:59+0300
Токарь-расточник,60000.0,,RUR,Пермь,2022-12-05T06:37:26+0300
Консультант-аналитик 1С,80000.0,120000.0,RUR,Новосибирск,2022-12-05T07:02:45+0300
Ночной помощник системного администратора в Yandex Cloud,32400.0,81000.0,RUR,Северодвинск,2022-12-05T09:22:46+0300
Инженер программист КИПиА,90000.0,100000.0,RUR,Балахта (Красноярский край),2022-12-05T11:05:13+0300
Механик по ремонту производственного оборудования,45000.0,,RUR,Благовещенск (Амурская область),2022-12-05T10:19:19+0300
Фрезеровщик,26000.0,36400.0,RUR,Краснокамск,2022-12-05T05:56:43+0300
Инспектор безопасности дорожного движения,40000.0,45000.0,RUR,Тюмень,2022-12-05T09:24:56+0300
Наладчик сварочного и газоплазморезательного оборудования,35000.0,,RUR,Омск,2022-12-05T04:48:58+0300
Станочник широкого профиля 5 разряда,124000.0,138000.0,RUR,Абакан,2022-12-05T08:44:07+0300
Инженер по обслуживанию медицинского оборудования,1400.0,,BYR,Минск,2022-12-05T09:57:20+0300
Техник-механик,50000.0,50000.0,RUR,Новосибирск,2022-12-05T05:13:34+0300
Инженер-программист АСУ ТП,38700.0,,RUR,Воронеж,2022-12-05T08:31:38+0300
Дизайнер штор и текстильному оформлению интерьера,50000.0,,RUR,Новосибирск,2022-12-05T09:07:28+0300
Ночной помощник системного администратора в Yandex Cloud,32400.0,81000.0,RUR,Братск,2022-12-05T09:22:46+0300
Токарь-карусельщик,50000.0,,RUR,Муром,2022-12-05T11:02:37+0300
Начинающий специалист по ремонту бытовой техники,50000.0,70000.0,RUR,Саратов,2022-12-05T11:07:46+0300
Токарь,45000.0,,RUR,Барнаул,2022-12-05T10:53:02+0300
Токарь-расточник (Пермь),110000.0,,RUR,Новотроицк (Оренбургская область),2022-12-05T09:12:11+0300
Токарь 3-5 разряда в г Котово (Волгоградская область),20000.0,,RUR,Котово,2022-12-05T06:37:26+0300
Системный администратор/It специалист,50000.0,55000.0,RUR,Казань,2022-12-05T11:10:51+0300
Ведущий системный администратор,80000.0,100000.0,RUR,Екатеринбург,2022-12-05T10:40:47+0300
Программист 1С,100000.0,,RUR,Екатеринбург,2022-12-05T05:56:19+0300
Инженер по эксплуатации узлов связи,,60000.0,RUR,Казань,2022-12-05T09:44:35+0300
Механик нефтепромыслового оборудования,150000.0,200000.0,KZT,Кызылорда,2022-12-05T10:17:06+0300
Оператор автоматических и полуавтоматических линий станков и установок,38600.0,,RUR,Кандры,2022-12-05T06:43:14+0300
Механизатор импортной сельхозтехники (категории DF),60000.0,150000.0,RUR,Павловск (Алтайский край),2022-12-05T10:39:33+0300
Токарь,80000.0,90000.0,RUR,Сызрань,2022-12-05T08:35:39+0300
Наладчик станков с ЧПУ (фрезерная группа),90000.0,,RUR,Нововоронеж,2022-12-05T08:56:56+0300
Оператор сверлильно-присадочного станка/Оператор станка с ЧПУ,40000.0,46000.0,RUR,Рязань,2022-12-05T10:40:22+0300
Project manager middle (менеджер IT-проектов),50000.0,70000.0,RUR,Уфа,2022-12-05T10:35:52+0300
Наладчик станков с ЧПУ,80400.0,,RUR,Нижнекамск,2022-12-05T09:38:39+0300
Токарь-универсал,25000.0,35000.0,RUR,Краснокамск,2022-12-05T05:56:46+0300
Ведущий специалист технического обслуживания,124000.0,124000.0,RUR,Екатеринбург,2022-12-05T11:58:02+0300
Оператор токарных станков с ЧПУ (обрабатывающие центры) 3-5 разряда,35000.0,50000.0,RUR,Очер,2022-12-05T06:37:27+0300
Оператор станка с ЧПУ,43000.0,,RUR,Нижнекамск,2022-12-05T11:29:18+0300
Сервисный инженер,200000.0,,KZT,Шымкент,2022-12-05T11:22:36+0300
Ночной помощник системного администратора в Yandex Cloud,32400.0,81000.0,RUR,Улан-Удэ,2022-12-05T09:22:46+0300
Программист 1С,160000.0,210000.0,RUR,Волгоград,2022-12-05T09:24:52+0300
Аккумуляторщик (Погрузчиков) на РЦ,49500.0,,RUR,Домодедово,2022-12-05T11:14:39+0300
Специалист по защите информации,35000.0,40000.0,RUR,Невинномысск,2022-12-05T09:11:06+0300
Токарь,60000.0,,RUR,Муром,2022-12-05T10:12:20+0300
Токарь,45000.0,,RUR,Выкса,2022-12-05T07:39:00+0300
Руководитель проекта,50000.0,,RUR,Йошкар-Ола,2022-12-05T09:34:39+0300
Оператор станков с ПУ (г. Миасс),36000.0,,RUR,Чебаркуль,2022-12-05T08:24:50+0300
Фрезеровщик-универсал (г. Миасс),50000.0,,RUR,Чебаркуль,2022-12-05T08:31:27+0300
Монтажник ОПС/Техник ОПС (Слаботочные системы),25000.0,,RUR,Тимашевск,2022-12-05T10:10:05+0300
Шлифовщик,45000.0,60000.0,RUR,Муром,2022-12-05T07:36:57+0300
Инженер-программист в лабораторию виртуальной и дополненной реальности ВКИ НГУ,50000.0,50000.0,RUR,Новосибирск,2022-12-05T05:59:51+0300
Сетевой инженер,,200000.0,RUR,Москва,2022-12-05T09:25:53+0300
Специалист службы поддержки с техническими знаниями (Браузер),15000.0,39000.0,RUR,Самара,2022-12-05T09:10:31+0300
Монтажник слаботочного оборудования,40000.0,,RUR,Ижевск,2022-12-05T08:26:59+0300
Специалист технической поддержки / Специалист информационных систем (ЭДО/CRM),69000.0,104000.0,RUR,Санкт-Петербург,2022-12-05T11:06:21+0300
Специалист по системам связи,80000.0,,RUR,Красногорск,2022-12-05T11:37:12+0300
Инженер электросвязи,35000.0,,RUR,Альметьевск,2022-12-05T09:46:05+0300
Механик ремонтной мастерской,124000.0,124000.0,RUR,Новосибирск,2022-12-05T11:58:01+0300
Full Stack веб разработчик,250000.0,300000.0,KZT,Алматы,2022-12-05T06:11:05+0300
Дизайнер костюма (одежды),,100000.0,RUR,Омск,2022-12-05T06:36:39+0300
Программист 1С,160000.0,210000.0,RUR,Новокузнецк,2022-12-05T09:27:27+0300
Механизатор импортной сельхозтехники (категории DF),60000.0,150000.0,RUR,Алейск,2022-12-05T10:39:42+0300
Наладчик станков с ЧПУ,70000.0,80000.0,RUR,Екатеринбург,2022-12-05T10:17:50+0300
Сервисный инженер (электропогрузчиков Komatsu),46500.0,,RUR,Магнитогорск,2022-12-05T08:15:01+0300
Техник по обслуживанию зданий,32000.0,,RUR,Воронеж,2022-12-05T11:24:24+0300
Оператор станка с ЧПУ на производство,60000.0,100000.0,RUR,Королев,2022-12-05T11:41:30+0300
Программист 1С,160000.0,210000.0,RUR,Уфа,2022-12-05T09:24:11+0300
Программист 1С,160000.0,210000.0,RUR,Оренбург,2022-12-05T09:26:53+0300
Программист 1С,160000.0,210000.0,RUR,Чебоксары,2022-12-05T09:30:05+0300
"Монтажник слаботочных сетей, г. Петрозаводск",45000.0,,RUR,Петрозаводск,2022-12-05T10:49:54+0300
Ведущий специалист технического обслуживания,124000.0,124000.0,RUR,Омск,2022-12-05T11:58:02+0300
Техник ТСО (технических средств охраны),38000.0,,RUR,Печора,2022-12-05T10:26:01+0300
Фрезеровщик,40000.0,,RUR,Самара,2022-12-05T06:56:47+0300
Программист 1С,160000.0,210000.0,RUR,Ярославль,2022-12-05T09:26:36+0300
Разработчик 1С,130000.0,170000.0,RUR,Ростов-на-Дону,2022-12-05T08:52:02+0300
Токарь,30000.0,,RUR,Октябрьский (Республика Башкортостан),2022-12-05T06:42:44+0300
Механик-наладчик,37000.0,,RUR,Бийск,2022-12-05T10:59:08+0300
Системный администратор/It специалист,50000.0,55000.0,RUR,Казань,2022-12-05T11:39:01+0300
Сверловщик,25000.0,40000.0,RUR,Томск,2022-12-05T05:29:10+0300
Программист 1С,160000.0,210000.0,RUR,Курск,2022-12-05T09:31:34+0300
Программист 1C,100000.0,,RUR,Екатеринбург,2022-12-05T07:00:44+0300
Оператор станков с программным управлением,50000.0,90000.0,RUR,Новосибирск,2022-12-05T07:18:01+0300
Токарь (в ОГМ),35000.0,45000.0,RUR,Омск,2022-12-05T06:05:22+0300
Шлифовщик,40000.0,,RUR,Уфа,2022-12-05T08:35:14+0300
Программист 1С,160000.0,210000.0,RUR,Саранск,2022-12-05T10:14:30+0300
Программист 1С,160000.0,210000.0,RUR,Кемерово,2022-12-05T09:27:08+0300
Начальник автотранспортного отдела,72414.0,,RUR,Горшечное,2022-12-05T08:41:01+0300
Оператор станков с программным управлением,30000.0,,RUR,Томск,2022-12-05T11:45:16+0300
Токарь,,74000.0,RUR,Старая Купавна,2022-12-05T11:37:04+0300
Механик по техническому обслуживанию спецтехники (Красноярск),70000.0,,RUR,Красноярск,2022-12-05T04:46:06+0300
Программист 1С,160000.0,210000.0,RUR,Киров (Калужская область),2022-12-05T09:28:58+0300
Консультант-аналитик 1С (Академгородок),80000.0,120000.0,RUR,Новосибирск,2022-12-05T07:02:45+0300
Ночной помощник системного администратора в Yandex Cloud,32400.0,81000.0,RUR,Якутск,2022-12-05T09:22:46+0300
Токарь-фрезеровщик,30000.0,30000.0,RUR,Новосибирск,2022-12-05T07:17:04+0300
Ночной помощник системного администратора в Yandex Cloud,32400.0,81000.0,RUR,Находка,2022-12-05T09:22:46+0300
Программист 1С,90000.0,130000.0,RUR,Киров (Кировская область),2022-12-05T09:53:15+0300
Токарь,,74000.0,RUR,Железнодорожный,2022-12-05T11:37:08+0300
DevOps-инженер (Digital Platform),,250000.0,RUR,Москва,2022-12-05T07:28:04+0300
Ведущий специалист АСУ по ИБ,60000.0,70000.0,RUR,Казань,2022-12-05T07:45:55+0300
Намотчик спиралей и сеток,25000.0,40000.0,RUR,Новосибирск,2022-12-05T07:18:18+0300
Аналитик/Консультант 1С,,200000.0,RUR,Москва,2022-12-05T11:51:41+0300
Инженер-механик,40000.0,,RUR,Самара,2022-12-05T07:51:16+0300
Сервис-инженер,45000.0,47000.0,RUR,Раевский (Альшеевский район),2022-12-05T09:56:18+0300
Системный администратор (районная больница на Камчатке),90000.0,90000.0,RUR,Норильск,2022-12-05T10:37:36+0300
Токарь-револьверщик,40000.0,,RUR,Уфа,2022-12-05T06:41:25+0300
Токарь,80000.0,90000.0,RUR,Жигулевск,2022-12-05T08:35:39+0300
Ведущий инженер-программист (ПЛИС),85000.0,,RUR,Нижний Новгород,2022-12-05T09:07:31+0300
Инженер-программист АСУТП,30000.0,,RUR,Нижневартовск,2022-12-05T10:31:58+0300
Ведущий сетевой инженер,75000.0,135000.0,RUR,Екатеринбург,2022-12-05T08:12:05+0300
Ночной помощник системного администратора в Yandex Cloud,32400.0,81000.0,RUR,Южно-Сахалинск,2022-12-05T09:22:46+0300
Digital маркетолог/трафик-менеджер,100000.0,130000.0,RUR,Москва,2022-12-05T11:58:07+0300
Сервисный инженер-техник Слаботочных систем (Монтаж пожарного/охранного/видео оборудования),70000.0,,RUR,Санкт-Петербург,2022-12-05T10:11:48+0300
Системный администратор,5000000.0,,UZS,Ташкент,2022-12-05T10:37:36+0300
Системный администратор (районная больница на Камчатке),90000.0,90000.0,RUR,Ачинск,2022-12-05T10:37:36+0300
Программист 1С,160000.0,210000.0,RUR,Тула,2022-12-05T09:30:44+0300
Системный администратор,40000.0,45000.0,RUR,Казань,2022-12-05T11:45:06+0300
Ведущий специалист технического обслуживания,124000.0,124000.0,RUR,Оренбург,2022-12-05T11:58:02+0300
Senior/Lead C# developer,,300000.0,RUR,Екатеринбург,2022-12-05T11:01:45+0300
Фрезеровщик,54000.0,,RUR,Нижний Новгород,2022-12-05T09:09:15+0300
Программист 1С,100000.0,,RUR,Батайск,2022-12-05T11:43:21+0300
Middle+ UX/UI Designer,100000.0,,RUR,Москва,2022-12-05T10:22:59+0300
Старший разработчик 1С,,250000.0,RUR,Москва,2022-12-05T11:13:12+0300
Программист 1C (Junior / Middle),70000.0,150000.0,RUR,Тюмень,2022-12-05T11:33:41+0300
Senior/Lead C# developer,,300000.0,RUR,Иваново (Ивановская область),2022-12-05T11:01:14+0300
Токарь (5 разряд) в Инструментальный отдел,50000.0,,RUR,Пермь,2022-12-05T06:37:26+0300
Начальник автотранспортного отдела,72414.0,,RUR,Губкин,2022-12-05T08:40:49+0300
Специалист по криптографической защите информации,80000.0,,RUR,Москва,2022-12-05T11:38:16+0300
Специалист службы поддержки с техническими знаниями (Браузер),15000.0,39000.0,RUR,Волгоград,2022-12-05T09:10:32+0300
Mobile-разработчик (React/React Native),170000.0,,RUR,Санкт-Петербург,2022-12-05T09:30:29+0300
Программист 1С,160000.0,210000.0,RUR,Ставрополь,2022-12-05T09:31:18+0300
Ведущий инженер-программист,60000.0,65000.0,RUR,Новокузнецк,2022-12-05T05:14:31+0300
Программист 1С,160000.0,210000.0,RUR,Екатеринбург,2022-12-05T09:21:10+0300
Системный аналитик,60000.0,80000.0,RUR,Екатеринбург,2022-12-05T10:40:10+0300
Механик ремонтной мастерской,124000.0,124000.0,RUR,Оренбург,2022-12-05T11:58:01+0300
Специалист службы поддержки с техническими знаниями (Браузер),15000.0,39000.0,RUR,Саратов,2022-12-05T09:10:32+0300
Технический специалист,35000.0,,RUR,Волгоград,2022-12-05T05:07:56+0300
Ночной помощник системного администратора в Yandex Cloud,32400.0,81000.0,RUR,Кызыл,2022-12-05T09:22:46+0300
Аналитик 1С,70000.0,,RUR,Новосибирск,2022-12-05T10:31:33+0300
Машинист экструдера,40000.0,50000.0,RUR,Самара,2022-12-05T07:56:36+0300
Программист 1С,160000.0,210000.0,RUR,Санкт-Петербург,2022-12-05T09:19:31+0300
Программист 1С,160000.0,210000.0,RUR,Томск,2022-12-05T10:15:51+0300
Оператор станка с ЧПУ на производство,60000.0,100000.0,RUR,Красноармейск (Московская область),2022-12-05T11:48:03+0300
Инженер по станкам ЧПУ,16000.0,22000.0,RUR,Очер,2022-12-05T06:37:28+0300
Сетевой инженер по беспроводным сетям,80000.0,100000.0,RUR,Екатеринбург,2022-12-05T08:10:37+0300
Электромеханик,50000.0,,RUR,Санкт-Петербург,2022-12-05T09:48:15+0300
Наладчик автоматических линий и агрегатных станков,53000.0,,RUR,Набережные Челны,2022-12-05T08:13:26+0300
Senior iOS Developer,285000.0,400000.0,RUR,Казань,2022-12-05T08:57:54+0300
Senior/Lead C# developer,,300000.0,RUR,Самара,2022-12-05T11:00:57+0300
Специалист службы поддержки с техническими знаниями (Браузер),15000.0,39000.0,RUR,Екатеринбург,2022-12-05T09:10:31+0300
Инженер сервисной службы,35000.0,40000.0,RUR,Омск,2022-12-05T07:06:25+0300
Программист 1С,160000.0,210000.0,RUR,Воронеж,2022-12-05T09:24:38+0300
Программист 1С,150000.0,170000.0,RUR,Владивосток,2022-12-05T06:43:20+0300
Старший специалист по банковским картам,34000.0,,RUR,Владивосток,2022-12-05T10:15:48+0300
Senior NodeJS Developer (Tubit),,5000.0,USD,Армения,2022-12-05T10:37:23+0300
Менеджер по поддержке торговых организаций,40000.0,,RUR,Анапа,2022-12-05T08:24:50+0300
Руководитель транспортного цеха,50000.0,50000.0,RUR,Барнаул,2022-12-05T10:22:52+0300
Токарь 3-6 разряда,25000.0,40000.0,RUR,Очер,2022-12-05T06:37:27+0300
Шлифовщик,40000.0,80000.0,RUR,Омск,2022-12-05T06:08:06+0300
Разработчик,65000.0,,RUR,Новосибирск,2022-12-05T07:29:17+0300
Руководитель отдела разработки 1С,76000.0,150000.0,RUR,Краснодар,2022-12-05T11:56:32+0300
Программист 1С,250000.0,300000.0,RUR,Москва,2022-12-05T10:03:23+0300
Программист 1С,160000.0,210000.0,RUR,Ростов-на-Дону,2022-12-05T09:23:49+0300
Руководитель проекта (Ювелирные мастерские),80000.0,100000.0,RUR,Санкт-Петербург,2022-12-05T08:47:43+0300
Фрезеровщик,45000.0,,RUR,Челябинск,2022-12-05T06:16:43+0300
Аудитор бизнес-процессов,60000.0,,RUR,Казань,2022-12-05T09:13:24+0300
Токарь,45000.0,,RUR,Павловск (Алтайский край),2022-12-05T05:27:23+0300
Ночной помощник системного администратора в Yandex Cloud,32400.0,81000.0,RUR,Норильск,2022-12-05T09:22:46+0300
Программист 1С,100000.0,,RUR,Челябинск,2022-12-05T11:35:24+0300
Ночной помощник системного администратора в Yandex Cloud,32400.0,81000.0,RUR,Петрозаводск,2022-12-05T09:22:46+0300
Программист 1С,160000.0,210000.0,RUR,Череповец,2022-12-05T10:14:00+0300
Ведущий консультант 1С ТОРО,120000.0,200000.0,RUR,Нижний Новгород,2022-12-05T10:18:28+0300
Слесарь-ремонтник,59000.0,64000.0,RUR,Санкт-Петербург,2022-12-05T09:59:42+0300
Ночной помощник системного администратора в Yandex Cloud,32400.0,81000.0,RUR,Чита,2022-12-05T09:22:46+0300
Токарь,38000.0,50000.0,RUR,Омск,2022-12-05T06:02:16+0300
Программист 1С,160000.0,210000.0,RUR,Челябинск,2022-12-05T09:23:01+0300
Наладчик станков с ЧПУ,72500.0,,RUR,Миасс,2022-12-05T06:17:03+0300
Middle/Senior DevOps Engineer (Project),4500.0,,EUR,Москва,2022-12-05T09:28:12+0300
Программист 1С,160000.0,210000.0,RUR,Липецк,2022-12-05T09:29:48+0300
Ведущий специалист технической поддержки АС ФЗД,90000.0,,RUR,Новосибирск,2022-12-05T10:31:20+0300
Дизайнер-менеджер/стажер,60000.0,120000.0,RUR,Одинцово,2022-12-05T09:36:28+0300
Программист 1С,160000.0,210000.0,RUR,Тольятти,2022-12-05T09:25:37+0300
Инженер по обслуживанию торгового оборудования,68600.0,,RUR,Санкт-Петербург,2022-12-05T09:48:17+0300
Токарь-универсал,30000.0,80000.0,RUR,Челябинск,2022-12-05T06:16:59+0300
"Механик цеха ""ПО""Полет""",35000.0,,RUR,Омск,2022-12-05T04:41:40+0300
Программист 1С,160000.0,210000.0,RUR,Красноярск,2022-12-05T09:24:25+0300
Главный специалист отдела системного программного обеспечения и технической поддержки,45000.0,60000.0,RUR,Москва,2022-12-05T09:07:21+0300
Технический специалист (объектные/проектные продажи),885.0,1760.0,USD,Актау,2022-12-05T10:09:38+0300
Шлифовщик 5 разряда-6 разряда,30000.0,30000.0,RUR,Новосибирск,2022-12-05T07:16:24+0300
Ночной помощник системного администратора в Yandex Cloud,32400.0,81000.0,RUR,Ангарск,2022-12-05T09:22:46+0300
Инженер-технолог (программист) по разработке управляющих программ для станков с ЧПУ,70000.0,,RUR,Новосибирск,2022-12-05T04:26:05+0300
Ведущий программист,100000.0,130000.0,RUR,Екатеринбург,2022-12-05T10:41:10+0300
Программист 1С,130000.0,,RUR,Москва,2022-12-05T09:46:06+0300
Токарь (механо-сборочный цех),45000.0,65000.0,RUR,Омск,2022-12-05T06:05:25+0300
Программист 1С,160000.0,210000.0,RUR,Набережные Челны,2022-12-05T09:28:20+0300
Специалист по противодействию техническим разведкам (ПДТР),80000.0,,RUR,Москва,2022-12-05T11:37:46+0300
Специалист по системам связи,80000.0,,RUR,Москва,2022-12-05T11:39:35+0300
Оператор станков ЧПУ 3-5 разряда,25000.0,50000.0,RUR,Очер,2022-12-05T06:37:27+0300
Фрезеровщик,1000.0,,BYR,Смолевичи,2022-12-05T07:52:38+0300
Программист 1С,160000.0,210000.0,RUR,Севастополь,2022-12-05T09:29:34+0300
Ведущий программист 1С,100000.0,130000.0,RUR,Екатеринбург,2022-12-05T10:40:55+0300
Ведущий программист 1С / Программист 1С (удаленно),100000.0,120000.0,RUR,Санкт-Петербург,2022-12-05T09:39:16+0300
Программист 1С,100000.0,,RUR,Рязань,2022-12-05T10:09:28+0300
Специалист службы поддержки с техническими знаниями (Браузер),15000.0,39000.0,RUR,Уфа,2022-12-05T09:10:31+0300
Программист 1С,160000.0,210000.0,RUR,Омск,2022-12-05T09:23:35+0300
Программист 1С Middle/Senior,,160000.0,RUR,Самара,2022-12-05T09:06:45+0300
Токарь - револьверщик,80000.0,,RUR,Самара,2022-12-05T07:45:52+0300
