name,salary_from,salary_to,salary_currency,area_name,published_at
Разработчик 1С,120000.0,,RUR,Барнаул,2022-12-05T06:57:01+0300
Ночной помощник системного администратора в Yandex Cloud,32400.0,81000.0,RUR,Архангельск,2022-12-05T09:22:46+0300
Оператор станка с ЧПУ на производство,60000.0,100000.0,RUR,Мытищи,2022-12-05T11:53:34+0300
Программист 1С,160000.0,210000.0,RUR,Казань,2022-12-05T09:21:23+0300
Оператор станков с ЧПУ,45000.0,,RUR,Пермь,2022-12-05T06:37:27+0300
Ведущий инженер по эксплуатации ПО интеграционных проектов и API,120000.0,,RUR,Владимир,2022-12-05T08:48:20+0300
Токарь,50000.0,100000.0,RUR,Уссурийск,2022-12-05T06:34:40+0300
Начальник отдела технического обеспечения,,50000.0,RUR,Челябинск,2022-12-05T08:23:11+0300
Программист 1С,160000.0,210000.0,RUR,Нижний Новгород,2022-12-05T09:21:37+0300
Программист 1С,160000.0,210000.0,RUR,Краснодар,2022-12-05T09:25:08+0300
Менеджер по качеству со знанием азербайджанского языка,40000.0,,RUR,Тюмень,2022-12-05T09:18:27+0300
"Golang Developer (Кипр, Ларнака)",3000.0,4000.0,EUR,Москва,2022-12-05T10:44:14+0300
Системный администратор (Сетевой инженер),65000.0,,RUR,Санкт-Петербург,2022-12-05T09:20:35+0300
Программист 1С,100000.0,,RUR,Ростов-на-Дону,2022-12-05T11:43:18+0300
Токарь-универсал (4-6 разряд),65000.0,,RUR,Пушкино (Московская область),2022-12-05T08:35:03+0300
Руководитель отдела сервиса,200000.0,,KZT,Алматы,2022-12-05T08:03:24+0300
Ночной помощник системного администратора в Yandex Cloud,32400.0,81000.0,RUR,Петропавловск-Камчатский,2022-12-05T09:22:46+0300
Шлифовщик,45000.0,60000.0,RUR,Выкса,2022-12-05T07:37:07+0300
Токарь-револьверщик,45000.0,50000.0,RUR,Нижний Новгород,2022-12-05T09:09:15+0300
Ночной помощник системного администратора в Yandex Cloud,32400.0,81000.0,RUR,Нефтеюганск,2022-12-05T09:22:46+0300
Наладчик станков с ЧПУ,72500.0,,RUR,Челябинск,2022-12-05T06:16:22+0300
Начальник службы IT-разработок и цифровой трансформации бизнеса,3000.0,,BYR,Минск,2022-12-05T08:39:15+0300
PHP-developer / PHP программист (Bitrix),2500.0,4000.0,BYR,Минск,2022-12-05T08:20:31+0300
Ночной помощник системного администратора в Yandex Cloud,32400.0,81000.0,RUR,Артем,2022-12-05T09:22:46+0300
Аналитик по продажам,36000.0,,RUR,Томск,2022-12-05T10:00:10+0300
Ночной помощник системного администратора в Yandex Cloud,32400.0,81000.0,RUR,Мурманск,2022-12-05T09:22:46+0300
Программист 1С,160000.0,210000.0,RUR,Ижевск,2022-12-05T09:25:53+0300
Программист 1С,160000.0,210000.0,RUR,Ульяновск,2022-12-05T09:26:22+0300
Ведущий системный аналитик,110000.0,120000.0,RUR,Екатеринбург,2022-12-05T10:40:41+0300
"QA Test Lead (Automation, Python)",5000.0,,EUR,Москва,2022-12-05T11:43:36+0300
Программист 1С,160000.0,210000.0,RUR,Тюмень,2022-12-05T09:25:22+0300
Техник автоматизированных систем контроля и сигнализации,,54000.0,RUR,Москва,2022-12-05T10:21:14+0300
Токарь-универсал (4-6 разряд),65000.0,,RUR,Фрязино,2022-12-05T08:35:03+0300
Токарь-универсал (4-6 разряд),65000.0,,RUR,Сергиев Посад,2022-12-05T08:35:04+0300
Токарь-универсал (4-6 разряд),65000.0,,RUR,Ивантеевка,2022-12-05T08:35:03+0300
Ведущий инженер-программист 1С,,220000.0,RUR,Москва,2022-12-05T11:10:21+0300
Токарь-универсал (4-6 разряд),65000.0,,RUR,Щелково,2022-12-05T08:35:03+0300
Методист 1С,100000.0,,RUR,Симферополь,2022-12-05T10:31:14+0300
Оператор станков с ЧПУ,45000.0,,RUR,Уфа,2022-12-05T06:12:10+0300
Программист 1С (удаленно),100000.0,,RUR,Рязань,2022-12-05T10:10:00+0300
Оператор станков с ПУ (токарная группа) 5 разряда,70000.0,,RUR,Санкт-Петербург,2022-12-05T08:44:36+0300
Web разработчик (PHP),,280000.0,RUR,Москва,2022-12-05T11:33:18+0300
Программист информационных систем 1С (удаленно),100000.0,120000.0,RUR,Новосибирск,2022-12-05T05:56:02+0300
Ночной помощник системного администратора в Yandex Cloud,32400.0,81000.0,RUR,Новый Уренгой,2022-12-05T09:22:46+0300
Специалист по работе с навигационными системами/Наладчик Глонасс,120000.0,,RUR,Вологда,2022-12-05T09:23:28+0300
Эксперт 1С ТОиР,200000.0,280000.0,RUR,Белгород,2022-12-05T10:18:16+0300
Программист 1С,160000.0,210000.0,RUR,Новосибирск,2022-12-05T09:20:54+0300
Токарь-универсал (4-6 разряд),65000.0,,RUR,Мытищи,2022-12-05T08:35:03+0300
Программист 1С,160000.0,210000.0,RUR,Пенза,2022-12-05T09:29:18+0300
Главный инженер (генподрядное строительство муниципальных объектов),150000.0,,RUR,Иркутск,2022-12-05T06:10:15+0300
Теплотехник,45000.0,50000.0,RUR,Москва,2022-12-05T10:22:19+0300
Ночной помощник системного администратора в Yandex Cloud,32400.0,81000.0,RUR,Ханты-Мансийск,2022-12-05T09:22:46+0300
Ночной помощник системного администратора в Yandex Cloud,32400.0,81000.0,RUR,Ачинск,2022-12-05T09:22:46+0300
Токарь-универсал (4-6 разряд),65000.0,,RUR,Монино,2022-12-05T08:35:04+0300
Ведущий инженер-системный программист,50000.0,,RUR,Пермь,2022-12-05T07:55:27+0300
Senior NodeJS Developer (Tubit),,5000.0,USD,Тбилиси,2022-12-05T10:37:23+0300
Специалист службы поддержки с техническими знаниями (Браузер),15000.0,39000.0,RUR,Пермь,2022-12-05T09:10:31+0300
Ночной помощник системного администратора в Yandex Cloud,32400.0,81000.0,RUR,Комсомольск-на-Амуре,2022-12-05T09:22:46+0300
Оператор call-центра / Начинающий специалист технической поддержки (удаленно),30000.0,38000.0,RUR,Калининград,2022-12-05T09:36:50+0300
Ведущий консультант 1С ТОРО,120000.0,200000.0,RUR,Ростов-на-Дону,2022-12-05T10:18:24+0300
Программист 1С (1 категории),73000.0,86000.0,RUR,Новосибирск,2022-12-05T06:00:13+0300
Программист 1С,160000.0,210000.0,RUR,Самара,2022-12-05T09:23:16+0300
Senior Game Designer,150000.0,,RUR,ОАЭ,2022-12-05T11:50:43+0300
Специалист службы поддержки с техническими знаниями (Контест),15000.0,39000.0,RUR,Санкт-Петербург,2022-12-05T09:10:32+0300
Программист 1C,150000.0,,RUR,Новосибирск,2022-12-05T10:42:33+0300
Токарь-универсал (4-6 разряд),65000.0,,RUR,Королев,2022-12-05T08:35:03+0300
Токарь-универсал,45000.0,80000.0,RUR,Чебаркуль,2022-12-05T06:16:55+0300
Инженер-программист 1С,100000.0,,RUR,Хабаровск,2022-12-05T03:58:34+0300
Системный администратор (технологии Microsoft),80000.0,150000.0,RUR,Новосибирск,2022-12-05T07:50:39+0300
Оператор лазерного станка (швейное производство),40000.0,,RUR,Челябинск,2022-12-05T07:06:23+0300
Фрезеровщик (3-5 разряд),1500.0,,BYR,Гродно,2022-12-05T08:53:14+0300
Специалист службы поддержки с техническими знаниями (Контест),15000.0,39000.0,RUR,Казань,2022-12-05T09:10:32+0300
Разработчик 1С,150000.0,,RUR,Новосибирск,2022-12-05T10:31:06+0300
Ведущий программист 1С,150000.0,,RUR,Новосибирск,2022-12-05T10:31:23+0300
Технический специалист (объектные/проектные продажи),885.0,1760.0,USD,Атырау,2022-12-05T10:09:23+0300
Токарь (п.г.т. Лебяжье),50000.0,,RUR,Санкт-Петербург,2022-12-05T11:55:42+0300
Ведущий программист 1C,70000.0,,RUR,Новороссийск,2022-12-05T06:02:48+0300
Программист 1С,160000.0,210000.0,RUR,Сочи,2022-12-05T09:31:50+0300
Станочник широкого профиля,35000.0,53000.0,RUR,Челябинск,2022-12-05T06:16:50+0300
Фрезеровщик (п.г.т. Лебяжье),70000.0,,RUR,Санкт-Петербург,2022-12-05T11:55:28+0300
Специалист службы поддержки с техническими знаниями (Контест),15000.0,39000.0,RUR,Самара,2022-12-05T09:10:32+0300
Специалист службы поддержки с техническими знаниями (Контест),15000.0,39000.0,RUR,Пермь,2022-12-05T09:10:32+0300
"QA Test Lead (Automation, Python)",5000.0,,EUR,Санкт-Петербург,2022-12-05T11:43:36+0300
Специалист службы поддержки с техническими знаниями (Контест),15000.0,39000.0,RUR,Краснодар,2022-12-05T09:10:32+0300
Специалист службы поддержки с техническими знаниями (Контест),15000.0,39000.0,RUR,Нижний Новгород,2022-12-05T09:10:32+0300
Специалист службы поддержки с техническими знаниями (Контест),15000.0,39000.0,RUR,Иркутск,2022-12-05T09:10:33+0300
Специалист службы поддержки с техническими знаниями (Контест),15000.0,39000.0,RUR,Москва,2022-12-05T09:10:32+0300
Full Stack Developer (Node.js+React.js+React Native),,5500.0,EUR,Тбилиси,2022-12-05T11:02:06+0300
Специалист службы поддержки с техническими знаниями (Контест),15000.0,39000.0,RUR,Екатеринбург,2022-12-05T09:10:32+0300
